Reactant_1,Reactant_2,Product,Temp_Min,Temp_Max,Pressure_Min,Pressure_Max,Best_Catalyst,Catalyst_Type,Performance,Selectivity,Notes,,,,,,,#NAME?
Pentane,Tert-butyl alcohol,Pentyl alcohol,190,320,1.2,2.5,Titanium,Transition metal,72,78,"Moderate performance, often used as a support material.",,,,,,,
Pentane,Tert-butyl alcohol,Pentyl alcohol,170,280,1.1,1.8,Indium,Post-transition metal,63,68,"Low performance, used in specific applications.",,,,,,,
Pentane,Tert-butyl alcohol,Pentyl alcohol,200,330,1.3,2.7,Tantalum,Transition metal,76,81,"Moderate performance, expensive.",,,,,,,
Phenol,Tert-butyl alcohol,Pentyl alcohol,175,290,1,2.2,Rhenium,Transition metal,80,85,"High performance, but expensive.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,120,180,3,7,Sodium Hydroxide,Base,85,90,"Widely used, cost-effective, but requires careful handling.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,100,150,2,5,Potassium Hydroxide,Base,88,92,"High performance, but more expensive than NaOH.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,110,160,3,6,Calcium Hydroxide,Base,80,85,"Moderate performance, low cost.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,90,140,2,4,Sodium Carbonate,Base,78,83,"Moderate performance, cost-effective.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,80,130,2,5,Magnesium Hydroxide,Base,75,80,"Moderate performance, low cost.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,100,150,1,4,Aluminum Hydroxide,Base,72,77,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,120,180,3,6,Barium Hydroxide,Base,82,87,"Good performance, but toxic and environmentally unfriendly.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,110,170,2,5,Lithium Hydroxide,Base,84,89,"Good performance, but expensive.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,130,180,4,7,Iron,Metal oxide,70,75,"Moderate performance, low cost.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,110,160,2,6,Zinc Oxide,Metal oxide,75,80,"Moderate performance, often used as a support material.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,100,150,3,6,Magnesium Oxide,Metal oxide,74,79,"Moderate performance, low cost.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,120,180,3,7,Potassium Carbonate,Base,80,85,"Good performance, but more expensive than Na₂CO₃.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,90,140,2,5,Cesium Hydroxide,Base,86,91,"High performance, but very expensive.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,130,180,3,6,Tetrahydrofuran,Solvent,65,70,"Low performance, used as a solvent in specific applications.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,80,120,2,4,Sodium Hydrogen Carbonate,Base,70,75,"Moderate performance, low cost.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,100,150,3,5,Sodium Silicate,Base,68,73,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,120,180,4,7,Calcium Carbonate,Base,72,77,"Moderate performance, low cost.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,130,190,3,6,Zinc Sulfate,Salt,60,65,"Low performance, used in specific applications.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,100,160,2,5,Phosphoric Acid,Acid,75,80,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,120,170,3,6,Calcium Phosphate,Salt,70,75,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,110,150,1,4,Potassium Sulfate,Salt,65,70,"Low performance, used in specific applications.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,90,140,2,5,Iron,Salt,68,73,"Moderate performance, but corrosive.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,130,180,4,7,Aluminum Oxide,Metal oxide,74,79,"Moderate performance, often used as a support material.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,110,160,2,5,Ammonium Sulfate,Salt,62,67,"Low performance, used in specific applications.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,100,140,2,5,Lithium Carbonate,Base,76,81,"Moderate performance, expensive.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,120,180,3,7,Sodium Nitrite,Salt,60,65,"Low performance, used in specific applications.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,100,150,2,5,Potassium Iodide,Salt,55,60,"Low performance, used in specific applications.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,110,160,2,6,Sodium Bicarbonate,Base,70,75,"Moderate performance, low cost.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,120,180,3,6,Sodium Phosphate,Base,72,77,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,130,190,3,7,Barium Sulfate,Salt,60,65,"Low performance, used in specific applications.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,120,170,2,5,Manganese Dioxide,Metal oxide,68,73,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,100,150,2,4,Sodium Molybdate,Salt,70,75,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,110,160,3,7,Calcium Molybdate,Salt,68,73,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Carbon Dioxide,Salicylic Acid,100,150,1,5,Sodium Tungstate,Salt,72,77,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,140,180,1,4,Zinc Chloride,Lewis acid,85,90,"Highly efficient, widely used, but corrosive.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,145,175,1.1,3.9,Ferric Chloride,Lewis acid,82,87,"Good performance, but corrosive and requires careful handling.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,150,170,1.2,3.8,Aluminum Chloride,Lewis acid,88,92,"High performance, but highly corrosive and moisture-sensitive.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,155,165,1.1,3.7,Phosphoric Acid,Acid,80,85,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,160,160,1.3,3.5,Boron Trifluoride,Lewis acid,90,94,"High performance, but toxic and requires careful handling.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,165,155,1.2,3.3,Calcium Hydroxide,Base,75,80,"Moderate performance, low cost.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,170,150,1.3,3.2,Stannic Chloride,Lewis acid,84,89,"Good performance, but corrosive.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,175,145,1.4,3,Copper Sulfate,Salt,70,75,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,180,140,1.1,3.4,Tin,Metal oxide,72,77,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,185,135,1.2,3.1,Potassium Chloride,Salt,65,70,"Low performance, used in specific applications.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,190,130,1.1,3,Sodium Hydroxide,Base,78,83,"Moderate performance, cost-effective.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,195,125,1.3,2.9,Tungsten Oxide,Metal oxide,74,79,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,200,120,1.4,2.8,Molybdenum,Metal oxide,76,81,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,205,115,1.5,2.7,Lead,Salt,68,73,"Moderate performance, but toxic and environmentally unfriendly.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,210,110,1.2,2.6,Zirconium Dioxide,Metal oxide,75,80,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,215,105,1.1,2.5,Calcium Carbonate,Base,70,75,"Moderate performance, low cost.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,220,100,1.3,2.4,Chromium Oxide,Metal oxide,72,77,"Moderate performance, but chromium is toxic.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,225,95,1.4,2.3,Iron Oxide,Metal oxide,74,79,"Moderate performance, low cost.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,230,90,1.2,2.2,Titanium Dioxide,Metal oxide,76,81,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,235,85,1.1,2.1,Nickel,Metal oxide,78,83,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,240,80,1.3,2,Barium Hydroxide,Base,80,85,"Good performance, but toxic and environmentally unfriendly.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,245,75,1.2,1.9,Yttrium Oxide,Metal oxide,70,75,"Moderate performance, expensive.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,250,70,1.1,1.8,Lanthanum Oxide,Metal oxide,72,77,"Moderate performance, expensive.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,255,65,1.2,1.7,Beryllium Oxide,Metal oxide,68,73,"Moderate performance, but toxic.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,260,60,1.3,1.6,Aluminum Oxide,Metal oxide,74,79,"Moderate performance, often used as a support material.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,265,55,1.4,1.5,Silver Nitrate,Salt,75,80,"Moderate performance, but expensive.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,270,50,1.5,1.4,Potassium Hydrogen Sulfate,Acid salt,70,75,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,275,45,1.2,1.3,Tantalum Pentachloride,Lewis acid,82,87,"Good performance, but expensive and corrosive.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,280,40,1.1,1.2,Copper Oxide,Metal oxide,76,81,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,285,35,1.3,1.1,Potassium Dichromate,Salt,74,79,"Moderate performance, but chromium is toxic.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,290,30,1.4,1,Sodium Bisulfate,Acid salt,70,75,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,295,25,1.1,1.3,Ammonium Nitrate,Salt,65,70,"Low performance, used in specific applications.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,300,20,1.3,1.2,Sodium Acetate,Salt,68,73,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,305,15,1.4,1.1,Tin,Lewis acid,84,89,"Good performance, but corrosive.",,,,,,,
Phenol,Formaldehyde,Bakelite Resin,310,10,1.5,1,Calcium Oxide,Metal oxide,72,77,"Moderate performance, low cost.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Zinc Chloride,Lewis acid,85,90,"Highly efficient, widely used, but corrosive.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Sulfuric Acid,Acid,80,85,"Moderate performance, but highly corrosive.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Boron Trifluoride,Lewis acid,90,94,"High performance, but toxic and requires careful handling.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Aluminum Chloride,Lewis acid,88,92,"High performance, but highly corrosive and moisture-sensitive.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Sodium Hydroxide,Base,78,83,"Moderate performance, cost-effective.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Potassium Hydroxide,Base,82,87,"Good performance, but more expensive than NaOH.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Phosphoric Acid,Acid,75,80,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Ferric Chloride,Lewis acid,82,87,"Good performance, but corrosive and requires careful handling.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Copper,Salt,70,75,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Titanium Tetrachloride,Lewis acid,84,89,"Good performance, but corrosive and moisture-sensitive.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Magnesium Oxide,Metal oxide,74,79,"Moderate performance, low cost.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Calcium Oxide,Metal oxide,72,77,"Moderate performance, low cost.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Aluminum Oxide,Metal oxide,76,81,"Moderate performance, often used as a support material.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Iron,Metal oxide,74,79,"Moderate performance, low cost.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Lithium Hydroxide,Base,80,85,"Good performance, but expensive.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Potassium Carbonate,Base,78,83,"Moderate performance, cost-effective.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Sodium Carbonate,Base,75,80,"Moderate performance, low cost.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Zinc Oxide,Metal oxide,76,81,"Moderate performance, often used as a support material.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Silver Oxide,Metal oxide,80,85,"Good performance, but expensive.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Chromium Oxide,Metal oxide,72,77,"Moderate performance, but chromium is toxic.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Cobalt,Metal oxide,74,79,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Nickel Oxide,Metal oxide,76,81,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Manganese Oxide,Metal oxide,70,75,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Barium Oxide,Metal oxide,75,80,"Moderate performance, but toxic and environmentally unfriendly.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Strontium Oxide,Metal oxide,72,77,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Copper,Metal oxide,74,79,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Tin,Metal oxide,76,81,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Bismuth Oxide,Metal oxide,70,75,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Lead,Metal oxide,68,73,"Moderate performance, but toxic and environmentally unfriendly.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Potassium Peroxide,Metal oxide,65,70,"Low performance, used in specific applications.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Calcium Peroxide,Metal oxide,70,75,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Magnesium Peroxide,Metal oxide,68,73,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Tantalum Pentachloride,Lewis acid,82,87,"Good performance, but expensive and corrosive.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Zirconium Tetrachloride,Lewis acid,80,85,"Good performance, but corrosive and moisture-sensitive.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Tungsten Hexachloride,Lewis acid,78,83,"Moderate performance, but corrosive and moisture-sensitive.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Molybdenum Trioxide,Metal oxide,76,81,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Formaldehyde,Phenol-Formaldehyde Resin,80,150,3,7,Vanadium Pentoxide,Metal oxide,74,79,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Sulfuric Acid,Acid,85,90,"Highly efficient, widely used, but highly corrosive.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Phosphoric Acid,Acid,80,85,"Moderate performance, less corrosive than H₂SO₄.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Aluminum Sulfate,Salt,75,80,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Nitric Acid,Acid,88,92,"High performance, but highly corrosive and requires careful handling.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Acetic Acid,Acid,70,75,"Low performance, used in specific applications.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Boron Trifluoride,Lewis acid,90,94,"High performance, but toxic and requires careful handling.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Zinc Sulfate,Salt,72,77,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Potassium Sulfate,Salt,70,75,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Iron,Salt,78,83,"Good performance, but corrosive.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Manganese Dioxide,Metal oxide,74,79,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Vanadium Pentoxide,Metal oxide,76,81,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Tungsten Oxide,Metal oxide,75,80,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Chromium,Metal oxide,72,77,"Moderate performance, but chromium is toxic.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Aluminum Oxide,Metal oxide,74,79,"Moderate performance, often used as a support material.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Calcium Carbonate,Base,70,75,"Moderate performance, low cost.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Potassium Chloride,Salt,65,70,"Low performance, used in specific applications.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Sodium Hydroxide,Base,78,83,"Moderate performance, cost-effective.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Zinc Oxide,Metal oxide,76,81,"Moderate performance, often used as a support material.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Magnesium Sulfate,Salt,72,77,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Copper,Salt,74,79,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Magnesium Oxide,Metal oxide,70,75,"Moderate performance, low cost.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Calcium Sulfate,Salt,68,73,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Copper,Metal oxide,72,77,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Sodium Sulfate,Salt,70,75,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Potassium Nitrate,Salt,75,80,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Sodium Carbonate,Base,72,77,"Moderate performance, low cost.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Sodium Bisulfate,Acid salt,70,75,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Sodium Bicarbonate,Base,68,73,"Moderate performance, low cost.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Lead,Metal oxide,65,70,"Low performance, toxic, and environmentally unfriendly.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Barium Oxide,Metal oxide,70,75,"Moderate performance, but toxic and environmentally unfriendly.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Copper,Salt,72,77,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Tin Oxide,Metal oxide,74,79,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Molybdenum Trioxide,Metal oxide,76,81,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Platinum,Metal oxide,80,85,"Good performance, but expensive.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Copper,Salt,74,79,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Silver Nitrate,Salt,75,80,"Moderate performance, but expensive.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Titanium Dioxide,Metal oxide,76,81,"Moderate performance, used in specific applications.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Calcium Oxide,Metal oxide,72,77,"Moderate performance, low cost.",,,,,,,
Phenol,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Magnesium Oxide,Metal oxide,70,75,"Moderate performance, low cost.",,,,,,,
Phenyl,Nitric Acid,2-Nitrophenol & 4-Nitrophenol,30,80,1,5,Barium Sulfate,Salt,68,73,"Moderate performance, used in specific applications.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Sulfuric Acid,Strong Acid,95,98,"Highly efficient, widely used in esterification reactions. Corrosive.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Phosphoric Acid,Strong Acid,90,97,Effective but less corrosive than H₂SO₄. Moderate performance.,,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Hydrochloric Acid,Strong Acid,85,96,"Moderate performance, less efficient than H₂SO₄. Corrosive.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Hydrofluoric Acid,Strong Acid,80,95,"Highly corrosive and toxic, rarely used.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Nitric Acid,Strong Acid,75,94,"Oxidizing agent, not ideal for esterification.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Trifluoroacetic Acid,Strong Acid,90,97,"Highly effective, but expensive and corrosive.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Formic Acid,Weak Acid,70,93,"Moderate performance, less efficient than strong acids.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Oxalic Acid,Weak Acid,65,92,"Low performance, rarely used.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,p-Toluenesulfonic Acid,Strong Acid,92,98,"Highly effective, commonly used in esterification.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Methanesulfonic Acid,Strong Acid,88,97,Effective and less corrosive than H₂SO₄.,,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Trifluoromethanesulfonic Acid,Super Acid,94,99,"Extremely strong acid, highly efficient but expensive.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Aluminum Chloride,Lewis Acid,85,96,"Effective for Friedel-Crafts reactions, moderate performance.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Iron,Lewis Acid,80,95,"Moderate performance, used in some esterification reactions.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Zinc Chloride,Lewis Acid,75,94,"Moderate performance, less efficient than AlCl₃.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Tin,Lewis Acid,70,93,"Low performance, rarely used.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Titanium,Lewis Acid,65,92,"Low performance, not ideal for esterification.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Boron Trifluoride,Lewis Acid,60,91,"Low performance, rarely used.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Antimony,Lewis Acid,55,90,"Low performance, not suitable for esterification.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Phosphorus Pentachloride,Lewis Acid,50,89,"Low performance, rarely used.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Sulfur Trioxide,Lewis Acid,45,88,"Low performance, not ideal for esterification.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Nitrogen Dioxide,Lewis Acid,40,87,"Low performance, rarely used.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Sodium Bisulfate,Acidic Salt,75,94,"Moderate performance, used in some industrial processes.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Potassium Bisulfate,Acidic Salt,70,93,"Moderate performance, less efficient than NaHSO₄.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Calcium Sulfate,Neutral Salt,5,80,"Inactive, not suitable for esterification.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Magnesium Sulfate,Neutral Salt,5,79,"Inactive, not suitable for esterification.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Ammonium Sulfate,Neutral Salt,5,78,"Inactive, not suitable for esterification.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Sodium Phosphate,Basic Salt,5,77,"Inactive, not suitable for esterification.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Potassium Phosphate,Basic Salt,5,76,"Inactive, not suitable for esterification.",,,,,,,
